conversation_key,conversation_label,story_group,chapter_code,chapter_label,family,family_display,category,subcategory,line_count,non_empty_line_count,scene_count,speaker_keys,speaker_labels
memory_edgealtar_0001,edgealtar_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_emptycoffin_0001,emptycoffin_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,12,12,1,NPC 00,NPC 00
memory_emptyranch_0001,emptyranch_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_emptythrone_0001,emptythrone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_endlessdanger_0001,endlessdanger_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_enthunterden_0001,enthunterden_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_enthunterlair_0001,enthunterlair_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_fallenballon_0001,fallenballon_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,1,1,1,NPC 00,NPC 00
memory_fallenexplorer_0001,fallenexplorer_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_fireflyswarm_0001,fireflyswarm_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_firesidetale_0001,firesidetale_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,11,11,1,NPC 00,NPC 00
memory_fishermanplace_0001,fishermanplace_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_fishingspot_0001,fishingspot_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_fivefingermountain_0001,fivefingermountain_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_forsakenhome_0001,forsakenhome_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_giantballista_0001,giantballista_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_giantbone_0001,giantbone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_giantboots_0001,giantboots_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_giantroots_0001,giantroots_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_godsgarden_0001,godsgarden_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_godtreecamp_0001,godtreecamp_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_greatmarnigrace_0001,greatmarnigrace_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_greyrift_0001,greyrift_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_guardiandeity_0001,guardiandeity_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_hall_0001,hall_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_halsius_0001,halsius_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,11,11,1,NPC 00,NPC 00
memory_hayrooffarmwindmill_0001,hayrooffarmwindmill_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_hellwoodfortgoblin_0001,hellwoodfortgoblin_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_helmaravillage_0001,helmaravillage_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_hernandcampsite_0001,hernandcampsite_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,14,14,1,NPC 00,NPC 00
memory_hernandcastle_0001,hernandcastle_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_hernandgibbet_0001,hernandgibbet_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,14,14,1,NPC 00,NPC 00
memory_herograve_0001,herograve_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_hexedwaters_0001,hexedwaters_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,10,10,1,NPC 00,NPC 00
memory_hiddentreasure_0001,hiddentreasure_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_holyglass_0001,holyglass_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_hooflakecave_0001,hooflakecave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_horseshoelake_0001,horseshoelake_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_humanunderbridge_0001,humanunderbridge_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_iguanahatchery_0001,iguanahatchery_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_insightfield_0001,insightfield_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_ironwing_0001,ironwing_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_johndoe_0001,johndoe_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_jungleruins_0001,jungleruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_kidnappedwitch_0001,kidnappedwitch_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,10,10,1,NPC,NPC
memory_knottedhollow_0001,knottedhollow_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_kukucraft_0001,kukucraft_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_ladyjustice_0001,ladyjustice_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_lakealtar_0001,lakealtar_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_lampkeeperpatrol_0001,lampkeeperpatrol_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 01,NPC 01
memory_lightningstriketree_0001,lightningstriketree_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_lioncrestmanor_0001,lioncrestmanor_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_loggingcabin_0001,loggingcabin_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_longleaftree_0001,longleaftree_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_maidstales_0001,maidstales_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_marnifirstmeet_0001,marnifirstmeet_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,28,28,1,NPC 00,NPC 00
memory_marniinvitation_0001,marniinvitation_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_marnimansion_0001,marnimansion_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,14,13,1,NPC 00,NPC 00
memory_marnisecretplace_0001,marnisecretplace_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_mentalcareroom_0001,mentalcareroom_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 01,NPC 01
memory_merchantrefuge_0001,merchantrefuge_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_meteorhouse_0001,meteorhouse_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,2,NPC 00; NPC 01,NPC 00; NPC 01
memory_missingstatue_0001,missingstatue_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_mjordinludvig_0001,mjordinludvig_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_morefirepower_0001,morefirepower_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,11,11,1,NPC 00,NPC 00
memory_mossygenerator_0001,mossygenerator_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_motherandson_0001,motherandson_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_muralcave_0001,muralcave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_mushroomcave_0001,mushroomcave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,2,NPC 00; NPC 01,NPC 00; NPC 01
memory_mushroomrock_0001,mushroomrock_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_mysterytower_0001,mysterytower_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_noenterzone_0001,noenterzone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_oakenshieldmanor_0001,oakenshieldmanor_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_oakenshieldmanorhall_0001,oakenshieldmanorhall_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_oasismonument_0001,oasismonument_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_oasisshelter_0001,oasisshelter_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_odeckhuntercamp_0001,odeckhuntercamp_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_oldbattlefield_0001,oldbattlefield_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_oldgrave_0001,oldgrave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,2,2,1,NPC 00,NPC 00
memory_oldkingofthesea_0001,oldkingofthesea_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_oldquarry_0001,oldquarry_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_ominousprophecy_0001,ominousprophecy_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_orccamp_0001,orccamp_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_orcneutralzone_0001,orcneutralzone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_ownerlessgrave_0001,ownerlessgrave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_pailoonoldtree_0001,pailoonoldtree_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_pailoonwatergate_0001,pailoonwatergate_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_pailunesecretbase_0001,pailunesecretbase_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_paintedcave_0001,paintedcave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 01,NPC 01
memory_painterregret_0001,painterregret_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_petrifiedhumans_0001,petrifiedhumans_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_pharmacy_0001,pharmacy_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_pororincave_0001,pororincave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_precariousrock_0001,precariousrock_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_precipicecoffin_0001,precipicecoffin_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_raremineral_0001,raremineral_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_rectangularstone_0001,rectangularstone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_reeddevil_0001,reeddevil_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,11,11,1,NPC 00,NPC 00
memory_reventinewinery_0001,reventinewinery_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_ridgehunterleathermaker_0001,ridgehunterleathermaker_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_righthandstone_0001,righthandstone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_riverdam_0001,riverdam_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,13,13,1,NPC 00,NPC 00
memory_riverwardoutpost_0001,riverwardoutpost_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_rockcreviceruins_0001,rockcreviceruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_rockingstone_0001,rockingstone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_rockshelter_0001,rockshelter_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_rockshroudruins_0001,rockshroudruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_roofless_0001,roofless_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,13,13,1,NPC 00,NPC 00
memory_rootfortress_0001,rootfortress_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_royaltomb_0001,royaltomb_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_ruinedhouse_0001,ruinedhouse_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_ruinssite_0001,ruinssite_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_safetyflowerbush_0001,safetyflowerbush_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_saltroadruins_0001,saltroadruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_sandhole_0001,sandhole_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_savagefangstele_0001,savagefangstele_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_scaryhole_0001,scaryhole_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_sculptor_0001,sculptor_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_seagullhouse_0001,seagullhouse_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_seutiyaleulodeulig_0001,seutiyaleulodeulig_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,12,12,1,NPC 00,NPC 00
memory_shipwreck_0001,shipwreck_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_shipwreckoakbarrel_0001,shipwreckoakbarrel_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_silenceshipwreck_0001,silenceshipwreck_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_silverbrookruins_0001,silverbrookruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_sinkhole_0001,sinkhole_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_skybluepool_0001,skybluepool_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_smokyforest_0001,smokyforest_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_smugglerdock_0001,smugglerdock_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_splithornrobber_0001,splithornrobber_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_stonealtar_0001,stonealtar_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_stonemireruins_0001,stonemireruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_storywell_0001,storywell_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_swordandthrone_0001,swordandthrone_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_testtomarni_0001,testtomarni_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_timestopvillage_0001,timestopvillage_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_toalfonso_0001,toalfonso_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_trainthief_0001,trainthief_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_treeforesttomb_0001,treeforesttomb_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_treeofaxes_0001,treeofaxes_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_trolluniversity_0001,trolluniversity_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_underthebridge_0001,underthebridge_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_unknowncave_0001,unknowncave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_upliontower_0001,upliontower_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_valleyrockwatchtower_0001,valleyrockwatchtower_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_vatnhollcamp_0001,vatnhollcamp_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_verheimruins_0001,verheimruins_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_vikingtomb_0001,vikingtomb_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_vinevillage_0001,vinevillage_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_wagongrave_0001,wagongrave_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_wagononatree_0001,wagononatree_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_warnews_0001,warnews_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_waterfallscabin_0001,waterfallscabin_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_weirdskull_0001,weirdskull_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
memory_whycowdead_0001,whycowdead_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,11,11,1,NPC 00,NPC 00
memory_whystolengoathorn_0001,whystolengoathorn_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,20,20,1,NPC 00,NPC 00
memory_windmillcoastshipwreck_0001,windmillcoastshipwreck_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,1,1,1,NPC 00,NPC 00
memory_wisdomwell_0001,wisdomwell_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_woodengazebo_0001,woodengazebo_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,4,4,1,NPC 00,NPC 00
memory_woodknot_0001,woodknot_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_wreckedtradingship_0001,wreckedtradingship_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_zianetomb_0001,zianetomb_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_zoohole_0001,zoohole_0001,Memory,0001,Memory 0001,memory,Memory,Memory Scene,Memory,5,5,1,NPC 00,NPC 00
memory_crowmanribentain_0002,crowmanribentain_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_hernandcastle_0002,hernandcastle_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_johndoe_2_0001,johndoe_2_0001,Memory,2,Memory 2,memory,Memory,Memory Scene,Memory,3,3,1,NPC 00,NPC 00
memory_longleaftree_0002,longleaftree_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,9,9,1,NPC 00,NPC 00
memory_reeddevil_0002,reeddevil_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_ruinedhouse_0002,ruinedhouse_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,7,7,1,NPC 00,NPC 00
memory_suspiciouscult_0002,suspiciouscult_0002,Memory,0002,Memory 0002,memory,Memory,Memory Scene,Memory,3,3,1,NPC 01,NPC 01
memory_longleaftree_0003,longleaftree_0003,Memory,0003,Memory 0003,memory,Memory,Memory Scene,Memory,6,6,1,NPC 00,NPC 00
memory_shipwreckmemory,shipwreckmemory,Memory,,Memory,memory,Memory,Memory Scene,Memory,8,8,1,NPC 00,NPC 00
airplane_9000,9000,Airplane,9000,Airplane 9000,airplane,Airplane,Scene Dialogue,Airplane,2,0,1,Player,Player
ancientpeople_9000,9000,Ancientpeople,9000,Ancientpeople 9000,ancientpeople,Ancientpeople,Scene Dialogue,Ancientpeople,13,13,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
ancientstonegolem_9000,9000,Ancientstonegolem,9000,Ancientstonegolem 9000,ancientstonegolem,Ancientstonegolem,Scene Dialogue,Ancientstonegolem,9,9,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
balthazar_bossencounter_ambush,bossencounter_ambush,Balthazar,,Balthazar,balthazar,Balthazar,Scene Dialogue,Balthazar,8,8,1,Boss 00,Boss 00
balthazar_bossencounter_stand,bossencounter_stand,Balthazar,,Balthazar,balthazar,Balthazar,Scene Dialogue,Balthazar,8,8,1,Boss 00,Boss 00
basecamp_greywolf_beforescout_group_0010,greywolf_beforescout_group_0010,Basecamp,0010,Basecamp 0010,basecamp,Basecamp,Scene Dialogue,Basecamp,23,17,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
basecamp_greywolf_beforescout_group_0020,greywolf_beforescout_group_0020,Basecamp,0020,Basecamp 0020,basecamp,Basecamp,Scene Dialogue,Basecamp,22,21,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
basecamp_greywolf_beforescout_group_0030,greywolf_beforescout_group_0030,Basecamp,0030,Basecamp 0030,basecamp,Basecamp,Scene Dialogue,Basecamp,28,27,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
basecamp_greywolf_beforescout_group_0031,greywolf_beforescout_group_0031,Basecamp,0031,Basecamp 0031,basecamp,Basecamp,Scene Dialogue,Basecamp,8,8,2,NPC 00; Player,NPC 00; Player
basecamp_greywolf_beforescout_group_0040,greywolf_beforescout_group_0040,Basecamp,0040,Basecamp 0040,basecamp,Basecamp,Scene Dialogue,Basecamp,30,29,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
basecamp_greywolf_beforescout_group_0050,greywolf_beforescout_group_0050,Basecamp,0050,Basecamp 0050,basecamp,Basecamp,Scene Dialogue,Basecamp,42,41,4,NPC 00; NPC 01; NPC 02; Player,NPC 00; NPC 01; NPC 02; Player
basecamp_greywolf_beforescout_group_0060,greywolf_beforescout_group_0060,Basecamp,0060,Basecamp 0060,basecamp,Basecamp,Scene Dialogue,Basecamp,25,25,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
basecamp_greywolf_beforescout_group_0061,greywolf_beforescout_group_0061,Basecamp,0061,Basecamp 0061,basecamp,Basecamp,Scene Dialogue,Basecamp,9,9,2,NPC 00; Player,NPC 00; Player
