source,item_id,loc_key,internal_name,variant_base_name,variant_level,top_category,category,subcategory,subsubcategory,raw_type,classification_source,classification_confidence,pac_files,prefab_hashes
multichange,,2987205318359908560,Shaman_TwoHandedWarHammer_21.am,Shaman_TwoHandedWarHammer,21,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,14162763385657098448,Shaman_TwoHandedWarHammer_22.am,Shaman_TwoHandedWarHammer,22,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,17425419194526073040,Shaman_TwoHandedWarHammer_3.am,Shaman_TwoHandedWarHammer,3,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,9176777255215431888,Shaman_TwoHandedWarHammer_4.am,Shaman_TwoHandedWarHammer,4,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,13237354832819388624,Shaman_TwoHandedWarHammer_5.am,Shaman_TwoHandedWarHammer,5,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,10782446479562768592,Shaman_TwoHandedWarHammer_6.am,Shaman_TwoHandedWarHammer,6,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,1517664511228641488,Shaman_TwoHandedWarHammer_7.am,Shaman_TwoHandedWarHammer,7,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,17112814269084205264,Shaman_TwoHandedWarHammer_8.am,Shaman_TwoHandedWarHammer,8,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,10855762997234630864,Shaman_TwoHandedWarHammer_9.am,Shaman_TwoHandedWarHammer,9,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
iteminfo,123359,529822870667376,Shellus_Leather_Gloves,Shellus_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0061_index17.pac,146241322
iteminfo,1000033,4295109029920880,Shepherd_Leather_Gloves,Shepherd_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0007.pac,291923100
iteminfo,123316,529638187073648,SilverArmor_PlateArmor_Gloves,SilverArmor_PlateArmor_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0054_09.pac,2539868773
iteminfo,121017,519764057260144,Skull_Knight_PlateArmor_Gloves,Skull_Knight_PlateArmor_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_m0001_00_skullknight_hand_0003.pac,1907222943
multichange,,14981592788901036240,Skull_Knight_PlateArmor_Gloves_0.am,Skull_Knight_PlateArmor_Gloves,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8963973716031570128,Skull_Knight_PlateArmor_Gloves_1.am,Skull_Knight_PlateArmor_Gloves,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2168142135751082192,Skull_Knight_PlateArmor_Gloves_10.am,Skull_Knight_PlateArmor_Gloves,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5483183845412962512,Skull_Knight_PlateArmor_Gloves_11.am,Skull_Knight_PlateArmor_Gloves,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,1651216798470635728,Skull_Knight_PlateArmor_Gloves_12.am,Skull_Knight_PlateArmor_Gloves,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,147141877299151056,Skull_Knight_PlateArmor_Gloves_13.am,Skull_Knight_PlateArmor_Gloves,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,7837949298087035088,Skull_Knight_PlateArmor_Gloves_2.am,Skull_Knight_PlateArmor_Gloves,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,874431646131028176,Skull_Knight_PlateArmor_Gloves_3.am,Skull_Knight_PlateArmor_Gloves,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5939229919648153808,Skull_Knight_PlateArmor_Gloves_4.am,Skull_Knight_PlateArmor_Gloves,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,15387825158127354064,Skull_Knight_PlateArmor_Gloves_5.am,Skull_Knight_PlateArmor_Gloves,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2520486722840559824,Skull_Knight_PlateArmor_Gloves_6.am,Skull_Knight_PlateArmor_Gloves,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13120541089691861200,Skull_Knight_PlateArmor_Gloves_7.am,Skull_Knight_PlateArmor_Gloves,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,634405663627280592,Skull_Knight_PlateArmor_Gloves_8.am,Skull_Knight_PlateArmor_Gloves,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,15405159117853032656,Skull_Knight_PlateArmor_Gloves_9.am,Skull_Knight_PlateArmor_Gloves,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,123222,529234460147824,Sladen_Leather_Gloves,Sladen_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0082.pac,4181417897
iteminfo,123097,528697589235824,Sleeshorn_Leather_Gloves,Sleeshorn_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0079.pac,2477660811
iteminfo,1001257,4300366069891184,Socket_Test_Gloves,Socket_Test_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0054.pac,1657174652
iteminfo,121034,519837071704176,Solas_PlateArmor_Gloves,Solas_PlateArmor_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0342.pac,135744885
multichange,,2207545922366210256,Solas_PlateArmor_Gloves_0.am,Solas_PlateArmor_Gloves,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16384986362324975824,Solas_PlateArmor_Gloves_1.am,Solas_PlateArmor_Gloves,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2196192124779626704,Solas_PlateArmor_Gloves_10.am,Solas_PlateArmor_Gloves,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8716641800883798224,Solas_PlateArmor_Gloves_11.am,Solas_PlateArmor_Gloves,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16557991798241231056,Solas_PlateArmor_Gloves_12.am,Solas_PlateArmor_Gloves,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,1559955834421641424,Solas_PlateArmor_Gloves_13.am,Solas_PlateArmor_Gloves,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,7927926178583675088,Solas_PlateArmor_Gloves_2.am,Solas_PlateArmor_Gloves,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5451328794533036240,Solas_PlateArmor_Gloves_3.am,Solas_PlateArmor_Gloves,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13194540146386534608,Solas_PlateArmor_Gloves_4.am,Solas_PlateArmor_Gloves,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,665045114208387280,Solas_PlateArmor_Gloves_5.am,Solas_PlateArmor_Gloves,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,3575788937978839248,Solas_PlateArmor_Gloves_6.am,Solas_PlateArmor_Gloves,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,15132887349819605200,Solas_PlateArmor_Gloves_7.am,Solas_PlateArmor_Gloves,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,9431030780743647440,Solas_PlateArmor_Gloves_8.am,Solas_PlateArmor_Gloves,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8457563918980612304,Solas_PlateArmor_Gloves_9.am,Solas_PlateArmor_Gloves,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,1000840,4298575068528752,Solas_PlateArmor_Gloves_I,Solas_PlateArmor_Gloves_I,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0342.pac,458316562
multichange,,14023727185387323600,Solas_PlateArmor_Gloves_I_0.am,Solas_PlateArmor_Gloves_I,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2202123680773832912,Solas_PlateArmor_Gloves_I_1.am,Solas_PlateArmor_Gloves_I,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,153901253879922896,Solas_PlateArmor_Gloves_I_10.am,Solas_PlateArmor_Gloves_I,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8157270268184625360,Solas_PlateArmor_Gloves_I_11.am,Solas_PlateArmor_Gloves_I,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,11656146697058255056,Solas_PlateArmor_Gloves_I_12.am,Solas_PlateArmor_Gloves_I,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14175886181488656592,Solas_PlateArmor_Gloves_I_13.am,Solas_PlateArmor_Gloves_I,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2136408082689818832,Solas_PlateArmor_Gloves_I_2.am,Solas_PlateArmor_Gloves_I,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13482156926330470608,Solas_PlateArmor_Gloves_I_3.am,Solas_PlateArmor_Gloves_I,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5282042954913939664,Solas_PlateArmor_Gloves_I_4.am,Solas_PlateArmor_Gloves_I,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,3011664817808212176,Solas_PlateArmor_Gloves_I_5.am,Solas_PlateArmor_Gloves_I,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,11674917907459997904,Solas_PlateArmor_Gloves_I_6.am,Solas_PlateArmor_Gloves_I,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,12130702869158428880,Solas_PlateArmor_Gloves_I_7.am,Solas_PlateArmor_Gloves_I,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,3762170890624696528,Solas_PlateArmor_Gloves_I_8.am,Solas_PlateArmor_Gloves_I,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,4072645860180099280,Solas_PlateArmor_Gloves_I_9.am,Solas_PlateArmor_Gloves_I,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,1000870,4298703917547632,Soldier_General_PlateArmor_Gloves,Soldier_General_PlateArmor_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0379.pac,2712740260
iteminfo,123329,529694021648496,Srasika_Leather_Gloves,Srasika_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_set_0023.pac,2352963758
multichange,,2540658101170733264,Srasika_Leather_Gloves_0.am,Srasika_Leather_Gloves,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8136699122888474832,Srasika_Leather_Gloves_1.am,Srasika_Leather_Gloves,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16079349153737474256,Srasika_Leather_Gloves_10.am,Srasika_Leather_Gloves,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,7794362642822332624,Srasika_Leather_Gloves_11.am,Srasika_Leather_Gloves,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,10873524907501682896,Srasika_Leather_Gloves_12.am,Srasika_Leather_Gloves,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2441192164743446736,Srasika_Leather_Gloves_13.am,Srasika_Leather_Gloves,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,12157852654516568272,Srasika_Leather_Gloves_2.am,Srasika_Leather_Gloves,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13406049865327182032,Srasika_Leather_Gloves_3.am,Srasika_Leather_Gloves,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,1711716090054181072,Srasika_Leather_Gloves_4.am,Srasika_Leather_Gloves,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13177699433590030544,Srasika_Leather_Gloves_5.am,Srasika_Leather_Gloves,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5321889178995130576,Srasika_Leather_Gloves_6.am,Srasika_Leather_Gloves,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14612633331280380112,Srasika_Leather_Gloves_7.am,Srasika_Leather_Gloves,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5058048298619764944,Srasika_Leather_Gloves_8.am,Srasika_Leather_Gloves,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,15127478147747938512,Srasika_Leather_Gloves_9.am,Srasika_Leather_Gloves,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,123139,528877977862256,Stammers_Leather_Gloves,Stammers_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phw_00_hand_set_0003.pac,4004137879
iteminfo,123110,528753423810672,Stratton_Leather_Gloves,Stratton_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_set_0010.pac,2961515627
iteminfo,124005,532597419540592,Stugrub_Fabric_Gloves,Stugrub_Fabric_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0123.pac,3828512204
iteminfo,123315,529633892106352,Tahkah_Fabric_Gloves,Tahkah_Fabric_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0018_02.pac,4069891118
iteminfo,265007,1138196398211184,Taitolan_TwoHandAlebard,Taitolan_TwoHandAlebard,,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,cd_phm_02_alebard_0003.pac,911587062
multichange,,11810570841731629264,Taitolan_TwoHandAlebard_0.am,Taitolan_TwoHandAlebard,0,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,7261167389604053200,Taitolan_TwoHandAlebard_1.am,Taitolan_TwoHandAlebard,1,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,6898593049408962768,Taitolan_TwoHandAlebard_10.am,Taitolan_TwoHandAlebard,10,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,14903294701871300816,Taitolan_TwoHandAlebard_11.am,Taitolan_TwoHandAlebard,11,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,13653460558765097168,Taitolan_TwoHandAlebard_12.am,Taitolan_TwoHandAlebard,12,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,12831460017957765328,Taitolan_TwoHandAlebard_13.am,Taitolan_TwoHandAlebard,13,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,48852152025612496,Taitolan_TwoHandAlebard_14.am,Taitolan_TwoHandAlebard,14,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,12896157197691519184,Taitolan_TwoHandAlebard_15.am,Taitolan_TwoHandAlebard,15,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,4492107360038289616,Taitolan_TwoHandAlebard_16.am,Taitolan_TwoHandAlebard,16,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,13996926671064662224,Taitolan_TwoHandAlebard_17.am,Taitolan_TwoHandAlebard,17,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,1146002312292991184,Taitolan_TwoHandAlebard_18.am,Taitolan_TwoHandAlebard,18,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,72126669996949712,Taitolan_TwoHandAlebard_19.am,Taitolan_TwoHandAlebard,19,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,3833294415175090384,Taitolan_TwoHandAlebard_2.am,Taitolan_TwoHandAlebard,2,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,7270239760692543696,Taitolan_TwoHandAlebard_20.am,Taitolan_TwoHandAlebard,20,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,1527342940857303248,Taitolan_TwoHandAlebard_21.am,Taitolan_TwoHandAlebard,21,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,11476633964781764816,Taitolan_TwoHandAlebard_22.am,Taitolan_TwoHandAlebard,22,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,13988906438114672848,Taitolan_TwoHandAlebard_3.am,Taitolan_TwoHandAlebard,3,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,16389928117336015056,Taitolan_TwoHandAlebard_4.am,Taitolan_TwoHandAlebard,4,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,6925933986581577936,Taitolan_TwoHandAlebard_5.am,Taitolan_TwoHandAlebard,5,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,12512946656330645712,Taitolan_TwoHandAlebard_6.am,Taitolan_TwoHandAlebard,6,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,11396585085873422544,Taitolan_TwoHandAlebard_7.am,Taitolan_TwoHandAlebard,7,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,16838083477654995152,Taitolan_TwoHandAlebard_8.am,Taitolan_TwoHandAlebard,8,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
multichange,,15992201131975508176,Taitolan_TwoHandAlebard_9.am,Taitolan_TwoHandAlebard,9,Equipment,Armor,Hands,Gloves,Hand,equiptypeinfo,high,,
iteminfo,123313,529625302171760,Takatin_Leather_Gloves,Takatin_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0061_index09.pac,80000766
iteminfo,123035,528431301263472,Taliesin_Leather_Gloves,Taliesin_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0082.pac,97412958
iteminfo,121025,519798416998512,Tarandus_PlateArmor_Gloves,Tarandus_PlateArmor_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_m0001_00_tarandus_warrior_hand_0002.pac,288249088
iteminfo,9302,39951785787504,Tarif_Fabric_Gloves,Tarif_Fabric_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0376.pac,2533963255
multichange,,16225476899063726288,Tarif_Fabric_Gloves_0.am,Tarif_Fabric_Gloves,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,6644221111632396496,Tarif_Fabric_Gloves_1.am,Tarif_Fabric_Gloves,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14352298617392333008,Tarif_Fabric_Gloves_10.am,Tarif_Fabric_Gloves,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8705065987847749840,Tarif_Fabric_Gloves_11.am,Tarif_Fabric_Gloves,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,7413311009722466512,Tarif_Fabric_Gloves_12.am,Tarif_Fabric_Gloves,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,12818791346198282448,Tarif_Fabric_Gloves_13.am,Tarif_Fabric_Gloves,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,933186596876845264,Tarif_Fabric_Gloves_14.am,Tarif_Fabric_Gloves,14,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14680906255971647696,Tarif_Fabric_Gloves_15.am,Tarif_Fabric_Gloves,15,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5971195565935952080,Tarif_Fabric_Gloves_16.am,Tarif_Fabric_Gloves,16,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,3642003589787812048,Tarif_Fabric_Gloves_17.am,Tarif_Fabric_Gloves,17,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,1571885681611899088,Tarif_Fabric_Gloves_18.am,Tarif_Fabric_Gloves,18,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5353230633390833872,Tarif_Fabric_Gloves_19.am,Tarif_Fabric_Gloves,19,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,11396422508476367056,Tarif_Fabric_Gloves_2.am,Tarif_Fabric_Gloves,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16485279642597458128,Tarif_Fabric_Gloves_20.am,Tarif_Fabric_Gloves,20,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,5764968502150562000,Tarif_Fabric_Gloves_21.am,Tarif_Fabric_Gloves,21,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,17600530770735136976,Tarif_Fabric_Gloves_22.am,Tarif_Fabric_Gloves,22,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,12108736980477542608,Tarif_Fabric_Gloves_3.am,Tarif_Fabric_Gloves,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2368145895003783376,Tarif_Fabric_Gloves_4.am,Tarif_Fabric_Gloves,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14787517433136546000,Tarif_Fabric_Gloves_5.am,Tarif_Fabric_Gloves,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,10776683969186365648,Tarif_Fabric_Gloves_6.am,Tarif_Fabric_Gloves,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13817221421174096080,Tarif_Fabric_Gloves_7.am,Tarif_Fabric_Gloves,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8325204030624104656,Tarif_Fabric_Gloves_8.am,Tarif_Fabric_Gloves,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,17009414761089073360,Tarif_Fabric_Gloves_9.am,Tarif_Fabric_Gloves,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,1000916,4298901486043248,Tarif_Fabric_Gloves_T3_QA,Tarif_Fabric_Gloves_T3_QA,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0376.pac,2533963255
iteminfo,1000915,4298897191075952,Tarif_Fabric_Gloves_T4_QA,Tarif_Fabric_Gloves_T4_QA,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0376.pac,2533963255
iteminfo,123252,529363309166704,Taron_Leather_Gloves,Taron_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_set_0080.pac,4049112968
iteminfo,123041,528457071067248,Tesslit_Leather_Gloves,Tesslit_Leather_Gloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_0049.pac,2135889024
multichange,,10690179135956844752,Tesslit_Leather_Gloves_0.am,Tesslit_Leather_Gloves,0,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,10117547166609178832,Tesslit_Leather_Gloves_1.am,Tesslit_Leather_Gloves,1,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8591672889818742992,Tesslit_Leather_Gloves_10.am,Tesslit_Leather_Gloves,10,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,14864223719387037904,Tesslit_Leather_Gloves_11.am,Tesslit_Leather_Gloves,11,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,3273852191609192656,Tesslit_Leather_Gloves_12.am,Tesslit_Leather_Gloves,12,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16348902250422206672,Tesslit_Leather_Gloves_13.am,Tesslit_Leather_Gloves,13,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,17261246453343322320,Tesslit_Leather_Gloves_14.am,Tesslit_Leather_Gloves,14,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,10946463347792412880,Tesslit_Leather_Gloves_15.am,Tesslit_Leather_Gloves,15,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,12295594471902413008,Tesslit_Leather_Gloves_16.am,Tesslit_Leather_Gloves,16,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,10963203124562493648,Tesslit_Leather_Gloves_17.am,Tesslit_Leather_Gloves,17,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,4439023119037890768,Tesslit_Leather_Gloves_18.am,Tesslit_Leather_Gloves,18,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,4112692770903163088,Tesslit_Leather_Gloves_19.am,Tesslit_Leather_Gloves,19,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,11813898500788191440,Tesslit_Leather_Gloves_2.am,Tesslit_Leather_Gloves,2,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,2028744337889689808,Tesslit_Leather_Gloves_20.am,Tesslit_Leather_Gloves,20,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,7682565468741173456,Tesslit_Leather_Gloves_21.am,Tesslit_Leather_Gloves,21,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,18233532774625575120,Tesslit_Leather_Gloves_22.am,Tesslit_Leather_Gloves,22,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,17887272773215060176,Tesslit_Leather_Gloves_3.am,Tesslit_Leather_Gloves,3,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,15957055723829985488,Tesslit_Leather_Gloves_4.am,Tesslit_Leather_Gloves,4,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,8451242487330111696,Tesslit_Leather_Gloves_5.am,Tesslit_Leather_Gloves,5,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,18053413060390944976,Tesslit_Leather_Gloves_6.am,Tesslit_Leather_Gloves,6,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,16925544512338526416,Tesslit_Leather_Gloves_7.am,Tesslit_Leather_Gloves,7,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13751125563865563344,Tesslit_Leather_Gloves_8.am,Tesslit_Leather_Gloves,8,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
multichange,,13235941036959727824,Tesslit_Leather_Gloves_9.am,Tesslit_Leather_Gloves,9,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,,
iteminfo,12404,53274774339696,Tesslit_Leather_Gloves_I,Tesslit_Leather_Gloves_I,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_ptm_01_hand_0049.pac,260303871
iteminfo,1001250,4300336005120112,ThiefGloves,ThiefGloves,,Equipment,Armor,Hands,Gloves,Hand,name:glove,medium,cd_phm_00_hand_00_0433.pac,1061235421
